id,run_mode_id,operator,machine,part_number,job,ideal_units_per_hour,ideal_cycle_time_seconds,start_date,end_date,active,notes,cavity_count,entry_mode,machine_cycle_time,created_by,created_at,updated_by,updated_at
114,1,Any,Asy02,04895412AC,SO# 657490 / 657490,100.37500100375,35.865504,2026-02-27,,True,Hardcoded Seed Data,1,seconds,,,2026-02-27 01:21:45.289813,,2026-02-27 01:21:45.289894
115,1,Any,800T INJ,22186478,SO# 657540 / 657540,60.0,60.0,2026-02-27,,True,Hardcoded Seed Data,1,seconds,,,2026-02-27 01:21:45.290072,,2026-02-27 01:21:45.290155
116,1,Any,800T INJ,PT108-20,SO# 657550 / 657550,9.98751560549313,360.45,2026-02-27,,True,Hardcoded Seed Data,1,seconds,,,2026-02-27 01:21:45.290383,,2026-02-27 01:21:45.290472
117,1,Any,800T INJ,PT108-16,SO# 657600 / 657600,9.98751560549313,360.45,2026-02-27,,True,Hardcoded Seed Data,1,seconds,,,2026-02-27 01:21:45.290667,,2026-02-27 01:21:45.290761
118,1,Any,400T,22049891,SO# 657630/ 657630,262.222222222222,13.728813559322,2026-02-27,,True,Hardcoded Seed Data,1,seconds,,,2026-02-27 01:21:45.290963,,2026-02-27 01:21:45.291073
119,1,Any,800T INJ,PT108-12,SO# 657860 / 657860,9.98751560549313,360.45,2026-02-27,,True,Hardcoded Seed Data,1,seconds,,,2026-02-27 01:21:45.291336,,2026-02-27 01:21:45.291526
120,1,Any,800T INJ,PT108-24,SO# 658060 / 658060,9.98751560549313,360.45,2026-02-27,,True,Hardcoded Seed Data,1,seconds,,,2026-02-27 01:21:45.291923,,2026-02-27 01:21:45.292056
121,1,Any,800T INJ,065743-000,SO# 658120 / 658120,32.2500020156251,111.6279,2026-02-27,,True,Hardcoded Seed Data,1,seconds,,,2026-02-27 01:21:45.292353,,2026-02-27 01:21:45.292490
122,1,Any,800T INJ,6574-3000,SO# 658120/ 658120,17.5609756097561,205.0,2026-02-27,,True,Hardcoded Seed Data,1,seconds,,,2026-02-27 01:21:45.292716,,2026-02-27 01:21:45.292829
123,1,Any,400T,SZ460-027-01,SO# 658150 / 658150,282.352941176471,12.75,2026-02-27,,True,Hardcoded Seed Data,1,seconds,,,2026-02-27 01:21:45.293141,,2026-02-27 01:21:45.293348
124,1,Any,600T Comp,FC-20,SO# 658170 / 658170,8.78048780487805,410.0,2026-02-27,,True,Hardcoded Seed Data,1,seconds,,,2026-02-27 01:21:45.293592,,2026-02-27 01:21:45.293718
125,1,Any,600T Comp,FC-35,SO# 658180 / 658180,7.31707317073171,492.0,2026-02-27,,True,Hardcoded Seed Data,1,seconds,,,2026-02-27 01:21:45.293995,,2026-02-27 01:21:45.294116
126,1,Any,600T Comp,FC-52,SO# 658190 / 658190,5.85365853658537,615.0,2026-02-27,,True,Hardcoded Seed Data,1,seconds,,,2026-02-27 01:21:45.294432,,2026-02-27 01:21:45.296653
127,1,Any,600T Comp,FC-70,SO# 658200 / 658200,5.85365853658537,615.0,2026-02-27,,True,Hardcoded Seed Data,1,seconds,,,2026-02-27 01:21:45.296898,,2026-02-27 01:21:45.296998
128,1,Any,600T Comp,DSR108-63,SO# 658210 / 658210,8.07174887892377,446.0,2026-02-27,,True,Hardcoded Seed Data,1,seconds,,,2026-02-27 01:21:45.297212,,2026-02-27 01:21:45.297447
129,1,Any,600T Comp,DSR108-75,SO# 658220 / 658220,8.07174887892377,446.0,2026-02-27,,True,Hardcoded Seed Data,1,seconds,,,2026-02-27 01:21:45.297719,,2026-02-27 01:21:45.297811
